instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2921.997553,6/5/2011,summer,2011,5,14.99944087,No,4.997779115,Working Day,Clear,0.6,0.6212,0.38,0.3881,89,171,260.006605
2922.998708,6/5/2011,summer,2011,5,16.00109356,No,5.005321744,Working Day,Clear,0.6,0.6212,0.4,0.2537,82,262,344.0032226
2923.989571,6/5/2011,summer,2011,5,17.0009743,No,5.002616911,Working Day,Clear,0.58,0.5455,0.4,0.3582,83,470,552.9893603
2925.014397,6/5/2011,summer,2011,5,18.00017194,No,5.004715838,Working Day,Light Snow,0.54,0.5152,0.52,0.3582,85,385,470.013244
2926.009805,6/5/2011,summer,2011,5,18.99763438,No,4.999031201,Working Day,Light Snow,0.54,0.5152,0.52,0.3582,39,253,292.0035945
2926.996915,6/5/2011,summer,2011,5,20.00565924,No,4.987967369,Working Day,Clear,0.52,0.5,0.48,0.1045,29,161,189.9956419
2928.008286,6/5/2011,summer,2011,5,20.99341662,No,4.9949131,Working Day,Clear,0.48,0.4697,0.67,0.1343,22,130,151.9936252
2929.005567,6/5/2011,summer,2011,5,21.99680617,No,5.020599653,Working Day,Clear,0.46,0.4545,0.72,0.2239,46,105,150.9800441
2930.022159,6/5/2011,summer,2011,5,23.00735478,No,4.989223093,Working Day,Clear,0.44,0.4394,0.82,0.1343,27,93,120.003817
2930.998923,7/5/2011,summer,2011,5,0.004618278,No,6.010556961,No work,Clear,0.42,0.4242,0.82,0.1343,10,76,86.00227414
2931.984969,7/5/2011,summer,2011,5,0.99073784,No,6.005674718,No work,Clear,0.42,0.4242,0.82,0.1045,8,50,58.00339524
2932.995167,7/5/2011,summer,2011,5,2.000630371,No,5.987229135,No work,Clear,0.42,0.4242,0.82,0.0896,5,47,52.0038954
2934.001681,7/5/2011,summer,2011,5,2.998151962,No,6.009426639,No work,Clear,0.42,0.4242,0.77,0.0896,9,9,17.99898088
2935.018862,7/5/2011,summer,2011,5,3.98732505,No,6.00587617,No work,Clear,0.4,0.4091,0.82,0.1045,1,4,4.998331264
2935.989928,7/5/2011,summer,2011,5,4.992397341,No,5.990213009,No work,Clear,0.46,0.4545,0.59,0.1343,4,3,6.998064372
2936.978553,7/5/2011,summer,2011,5,5.977828492,No,6.00306221,No work,Clear,0.42,0.4242,0.77,0.0896,1,12,12.99738397
2938.013955,7/5/2011,summer,2011,5,6.991535858,No,6.003461779,No work,Clear,0.48,0.4697,0.59,0,8,32,39.98743868
2938.991725,7/5/2011,summer,2011,5,7.998685802,No,5.978926699,No work,Clear,0.52,0.5,0.52,0.194,19,96,115.0001364
2939.988649,7/5/2011,summer,2011,5,8.995892104,No,5.996497008,No work,Clear,0.54,0.5152,0.49,0.2836,54,164,218.0135791
2941.006634,7/5/2011,summer,2011,5,9.996903397,No,5.995467661,No work,Clear,0.56,0.5303,0.49,0.2985,90,208,297.9948906
2942.007506,7/5/2011,summer,2011,5,10.99873821,No,6.005408891,No work,Clear,0.56,0.5303,0.43,0,132,215,347.0140347
2943.009853,7/5/2011,summer,2011,5,11.97499395,No,6.007274417,No work,Clear,0.6,0.6212,0.4,0.194,129,244,372.9966737
2943.985726,7/5/2011,summer,2011,5,13.0025738,No,6.004405884,No work,Clear,0.6,0.6212,0.35,0.2836,196,240,435.998627
2945.006602,7/5/2011,summer,2011,5,14.00927354,No,5.999459078,No work,Light Snow,0.6,0.6212,0.35,0.1642,143,235,377.9998986
2946.009883,7/5/2011,summer,2011,5,14.99876593,No,6.008860372,No work,Clear,0.6,0.6212,0.38,0.2537,148,230,377.9852914
2947.016063,7/5/2011,summer,2011,5,15.99249713,No,6.002253454,No work,Clear,0.6,0.6212,0.38,0.194,119,223,341.9831284
2948.010314,7/5/2011,summer,2011,5,17.01199671,No,5.982199998,No work,Clear,0.58,0.5455,0.4,0.2239,138,216,354.0118757
2948.997822,7/5/2011,summer,2011,5,18.01179213,No,5.994164325,No work,Clear,0.58,0.5455,0.37,0.1642,114,175,288.9861774
2949.986421,7/5/2011,summer,2011,5,18.99868717,No,5.999038804,No work,Clear,0.56,0.5303,0.43,0.194,88,179,267.0013901
2951.015468,7/5/2011,summer,2011,5,20.00264871,No,6.013313131,No work,Clear,0.56,0.5303,0.43,0.1343,82,137,218.9985351
2951.997705,7/5/2011,summer,2011,5,20.99974456,No,5.995634558,No work,Clear,0.54,0.5152,0.49,0.2239,58,124,182.0113399
2953.008704,7/5/2011,summer,2011,5,22.01402088,No,5.997805542,No work,Clear,0.54,0.5152,0.49,0.194,26,94,120.0079132
2953.98556,7/5/2011,summer,2011,5,23.01176539,No,6.005715894,No work,Clear,0.5,0.4848,0.59,0.1045,30,89,119.0076688
2955.006464,8/5/2011,summer,2011,5,0.005779798,No,0.002097734,No work,Mist,0.5,0.4848,0.59,0.1045,22,78,100.0179224
2956.002055,8/5/2011,summer,2011,5,0.999270915,No,0.000833309,No work,Mist,0.52,0.5,0.55,0,8,56,63.984078
2957.000363,8/5/2011,summer,2011,5,2.008805492,No,-0.011940066,No work,Clear,0.48,0.4697,0.63,0,17,42,58.99004283
2957.991946,8/5/2011,summer,2011,5,2.98732921,No,-0.008399353,No work,Clear,0.46,0.4545,0.72,0.0896,10,21,30.99026183
2958.996641,8/5/2011,summer,2011,5,4.000207679,No,-0.002964267,No work,Clear,0.42,0.4242,0.82,0,2,8,10.00162523
2959.991981,8/5/2011,summer,2011,5,5.003464275,No,0.003123551,No work,Mist,0.44,0.4394,0.77,0,0,5,4.999638676
2961.000966,8/5/2011,summer,2011,5,6.011376116,No,0.01429515,No work,Mist,0.44,0.4394,0.82,0,2,4,6.020072999
2961.978032,8/5/2011,summer,2011,5,7.010504352,No,0.008352285,No work,Mist,0.46,0.4545,0.82,0,8,15,23.0055966
2962.995386,8/5/2011,summer,2011,5,8.004877103,No,0.001483109,No work,Clear,0.52,0.5,0.63,0.1343,28,58,85.98113115
2963.988026,8/5/2011,summer,2011,5,9.002514095,No,-0.014419942,No work,Clear,0.56,0.5303,0.52,0.2239,48,112,160.0069806
2964.988605,8/5/2011,summer,2011,5,10.00114268,No,-0.019824834,No work,Clear,0.58,0.5455,0.49,0.1343,91,153,243.9938597
2965.977038,8/5/2011,summer,2011,5,10.99193455,No,0.000862341,No work,Clear,0.58,0.5455,0.49,0.0896,142,198,340.0138632
2966.983145,8/5/2011,summer,2011,5,11.99434999,No,-0.013212659,No work,Clear,0.6,0.6212,0.46,0.0896,139,243,382.0040022
2967.996238,8/5/2011,summer,2011,5,12.99171862,No,0.023994236,No work,Clear,0.6,0.6212,0.49,0.1343,166,224,390.0039906
2968.989335,8/5/2011,summer,2011,5,13.99523884,No,0.002293736,No work,Clear,0.6,0.6212,0.49,0,126,240,365.9998529
2970.012653,8/5/2011,summer,2011,5,15.00274425,No,0.004171754,No work,Clear,0.6,0.6212,0.49,0,128,230,358.0051018
2970.996978,8/5/2011,summer,2011,5,15.99157081,No,0.003063255,No work,Clear,0.6,0.6212,0.46,0.1045,122,263,385.0014851
2971.989966,8/5/2011,summer,2011,5,16.98573756,No,0.027064342,No work,Light Snow,0.58,0.5455,0.49,0.2836,106,245,350.9985722
2972.993794,8/5/2011,summer,2011,5,17.99990989,No,0.007362333,No work,Clear,0.58,0.5455,0.49,0,63,205,268.0092984
2974.014808,8/5/2011,summer,2011,5,19.00704288,No,0.006812472,No work,Clear,0.56,0.5303,0.64,0,61,178,239.0082643
2975.01909,8/5/2011,summer,2011,5,20.00300379,No,0.009961192,No work,Clear,0.52,0.5,0.77,0.1343,42,132,173.9936113
2975.99214,8/5/2011,summer,2011,5,21.00226543,No,-0.000266173,No work,Clear,0.52,0.5,0.77,0.0896,32,95,127.0013843
2976.999545,8/5/2011,summer,2011,5,21.99960798,No,-0.00157519,No work,Clear,0.5,0.4848,0.88,0.0896,29,86,114.9966751
2977.991371,8/5/2011,summer,2011,5,23.00087164,No,-0.002843214,No work,Clear,0.46,0.4545,0.88,0.0896,9,41,49.99299538
2979.014252,9/5/2011,summer,2011,5,0.010243897,No,0.999090093,Working Day,Clear,0.46,0.4545,0.82,0.0896,31,22,52.97779481
2980.015461,9/5/2011,summer,2011,5,1.00012942,No,0.994202867,Working Day,Clear,0.44,0.4394,0.88,0,25,8,33.00086922
2980.998232,9/5/2011,summer,2011,5,2.002690742,No,1.010442254,Working Day,Clear,0.44,0.4394,0.94,0,6,2,7.9868857
2982.012589,9/5/2011,summer,2011,5,2.977368225,No,0.987898353,Working Day,Clear,0.46,0.4545,0.82,0.0896,0,7,7.008374517
2983.00973,9/5/2011,summer,2011,5,4.001577917,No,1.002824186,Working Day,Clear,0.42,0.4242,0.82,0.1642,0,4,3.984741328
2983.99884,9/5/2011,summer,2011,5,5.005801779,No,0.99898068,Working Day,Clear,0.42,0.4242,0.77,0.1642,0,23,22.99731713
2985.002622,9/5/2011,summer,2011,5,6.000842076,No,0.983300681,Working Day,Clear,0.44,0.4394,0.72,0.2537,2,87,89.01936325
2985.982209,9/5/2011,summer,2011,5,6.992114308,No,0.986062741,Working Day,Clear,0.48,0.4697,0.63,0.2537,16,221,237.0080722
2986.982254,9/5/2011,summer,2011,5,7.99215334,No,0.981652459,Working Day,Clear,0.52,0.5,0.55,0.2239,23,351,374.0083245
2987.998109,9/5/2011,summer,2011,5,9.013341058,No,1.013854429,Working Day,Clear,0.54,0.5152,0.56,0.1642,36,142,178.0024919
2989.008331,9/5/2011,summer,2011,5,10.01218915,No,1.001716264,Working Day,Clear,0.56,0.5303,0.52,0.194,24,95,119.0073395
2989.987235,9/5/2011,summer,2011,5,11.00085604,No,0.991686143,Working Day,Clear,0.6,0.6212,0.46,0.2239,26,99,124.9860555
2990.99721,9/5/2011,summer,2011,5,12.00145325,No,1.008280734,Working Day,Clear,0.6,0.6212,0.43,0.194,35,160,194.998054
2992.002587,9/5/2011,summer,2011,5,13.00606432,No,0.984828706,Working Day,Clear,0.62,0.6212,0.38,0.2836,36,138,174.0109344
2992.973967,9/5/2011,summer,2011,5,14.00595212,No,1.000977136,Working Day,Clear,0.62,0.6212,0.41,0.2239,44,118,161.9964236
2994.018915,9/5/2011,summer,2011,5,14.98331398,No,0.996751179,Working Day,Clear,0.62,0.6212,0.41,0.2239,51,148,199.013067
2995.007631,9/5/2011,summer,2011,5,16.00243344,No,0.995367254,Working Day,Clear,0.64,0.6212,0.38,0.2239,49,255,303.9811476
2995.994474,9/5/2011,summer,2011,5,16.99208517,No,0.995505771,Working Day,Clear,0.62,0.6212,0.38,0.2537,59,539,597.9896812
2997.004452,9/5/2011,summer,2011,5,17.9931205,No,1.00711222,Working Day,Clear,0.62,0.6212,0.38,0.2985,66,458,523.9918318
2997.985426,9/5/2011,summer,2011,5,18.99596738,No,1.012566069,Working Day,Clear,0.58,0.5455,0.43,0.194,45,339,384.0065036
2999.001036,9/5/2011,summer,2011,5,19.99507545,No,1.001498446,Working Day,Clear,0.54,0.5152,0.49,0.194,25,214,238.9974345
2999.995141,9/5/2011,summer,2011,5,20.98931262,No,0.997801782,Working Day,Clear,0.52,0.5,0.59,0.1343,28,128,155.9871331
3000.992496,9/5/2011,summer,2011,5,22.01654198,No,1.019458889,Working Day,Clear,0.52,0.5,0.68,0.0896,21,95,115.9960372
3001.999087,9/5/2011,summer,2011,5,22.97266197,No,0.991691004,Working Day,Clear,0.5,0.4848,0.68,0.0896,16,45,61.01190328
3003.003364,10/5/2011,summer,2011,5,-0.002794721,No,2.005872909,Working Day,Clear,0.48,0.4697,0.63,0,6,12,17.9904484
3004.002076,10/5/2011,summer,2011,5,1.00512416,No,2.024223514,Working Day,Clear,0.46,0.4545,0.59,0.0896,3,12,14.99502675
3005.014411,10/5/2011,summer,2011,5,1.984518183,No,1.994089238,Working Day,Clear,0.44,0.4394,0.58,0.1343,1,4,5.009948312
3005.9804,10/5/2011,summer,2011,5,3.012245247,No,1.998913522,Working Day,Clear,0.44,0.4394,0.54,0.194,1,3,4.001725032
3006.976897,10/5/2011,summer,2011,5,4.002426228,No,1.998043227,Working Day,Clear,0.42,0.4242,0.62,0.2537,0,2,2.015737454
3008.005089,10/5/2011,summer,2011,5,5.021116022,No,2.010747118,Working Day,Clear,0.4,0.4091,0.66,0.2239,1,28,29.00233121
3008.987667,10/5/2011,summer,2011,5,6.00175855,No,2.007312208,Working Day,Clear,0.42,0.4242,0.67,0.1343,9,103,112.0065315
3010.004655,10/5/2011,summer,2011,5,7.015770471,No,2.009073348,Working Day,Mist,0.44,0.4394,0.62,0.1343,13,301,314.0006806
3011.001514,10/5/2011,summer,2011,5,8.005033549,No,1.998376094,Working Day,Mist,0.5,0.4848,0.51,0.1045,28,397,425.001801
3011.994323,10/5/2011,summer,2011,5,9.012605985,No,2.012647759,Working Day,Mist,0.52,0.5,0.48,0.1045,29,176,204.9992095
3013.007063,10/5/2011,summer,2011,5,9.982058957,No,2.012791739,Working Day,Mist,0.56,0.5303,0.37,0.0896,27,100,127.0043055
3014.010544,10/5/2011,summer,2011,5,10.99694462,No,2.001897626,Working Day,Mist,0.56,0.5303,0.43,0.1343,17,108,125.0099862
3014.982782,10/5/2011,summer,2011,5,11.99729283,No,2.010364555,Working Day,Mist,0.6,0.6212,0.38,0,47,170,217.0024627
3015.996797,10/5/2011,summer,2011,5,12.99617126,No,2.019248346,Working Day,Mist,0.62,0.6212,0.38,0.2537,50,152,201.9858293
3017.008805,10/5/2011,summer,2011,5,14.00196546,No,1.98274214,Working Day,Mist,0.62,0.6212,0.33,0,42,134,175.991785
3017.98164,10/5/2011,summer,2011,5,14.98590502,No,2.018703124,Working Day,Mist,0.64,0.6212,0.33,0.0896,28,152,180.0018489
3018.993844,10/5/2011,summer,2011,5,15.99568211,No,2.014033265,Working Day,Clear,0.66,0.6212,0.31,0.1045,56,271,327.0014409
3020.008061,10/5/2011,summer,2011,5,16.99628434,No,2.01248993,Working Day,Clear,0.64,0.6212,0.33,0,79,532,611.0142122
3020.999029,10/5/2011,summer,2011,5,17.99400415,No,1.989599795,Working Day,Clear,0.64,0.6212,0.29,0.1343,70,480,550.001647
3022.0059,10/5/2011,summer,2011,5,18.99921087,No,1.994706114,Working Day,Clear,0.6,0.6212,0.43,0.2239,69,365,433.9881995
3023.013447,10/5/2011,summer,2011,5,19.99565453,No,1.994019994,Working Day,Clear,0.54,0.5152,0.6,0.1343,50,241,291.0091085
3023.999279,10/5/2011,summer,2011,5,20.99074084,No,2.009304347,Working Day,Clear,0.54,0.5152,0.52,0,30,173,202.9922228
3024.998081,10/5/2011,summer,2011,5,21.99796656,No,1.993588371,Working Day,Clear,0.52,0.5,0.55,0.1045,29,121,150.0046061
3026.009339,10/5/2011,summer,2011,5,22.98836063,No,1.991972023,Working Day,Mist,0.52,0.5,0.59,0.1343,9,72,80.99926084
3027.011401,11/5/2011,summer,2011,5,0.008664762,No,3.009126875,Working Day,Mist,0.52,0.5,0.55,0.1343,8,30,38.00995716
3028.000376,11/5/2011,summer,2011,5,1.006935401,No,3.00704476,Working Day,Mist,0.5,0.4848,0.59,0.1045,4,16,20.01142909
3028.993348,11/5/2011,summer,2011,5,1.994742885,No,2.990148007,Working Day,Clear,0.52,0.5,0.59,0,6,4,10.0085094
3029.995193,11/5/2011,summer,2011,5,3.011355714,No,3.002927942,Working Day,Clear,0.5,0.4848,0.63,0.2239,0,3,3.000833097
3030.980498,11/5/2011,summer,2011,5,4.015418457,No,3.006175169,Working Day,Mist,0.48,0.4697,0.88,0.1343,0,2,1.992338103
3031.991116,11/5/2011,summer,2011,5,4.974881958,No,3.000762557,Working Day,Clear,0.46,0.4545,0.88,0.1343,0,20,19.98974471
3033.016953,11/5/2011,summer,2011,5,6.008034278,No,3.012129759,Working Day,Clear,0.46,0.4545,0.82,0.1343,6,93,99.00219811
3034.005074,11/5/2011,summer,2011,5,6.987707692,No,2.997111624,Working Day,Clear,0.48,0.4697,0.72,0.194,25,293,318.004531
3035.010123,11/5/2011,summer,2011,5,7.986344724,No,2.998027738,Working Day,Clear,0.48,0.4697,0.77,0.2537,21,421,442.0017542
3035.981198,11/5/2011,summer,2011,5,8.98380528,No,3.001703676,Working Day,Clear,0.52,0.5,0.72,0.1343,21,182,202.9881065
3036.995497,11/5/2011,summer,2011,5,9.981007502,No,3.003055468,Working Day,Clear,0.54,0.5152,0.68,0.0896,30,124,154.0109196
3037.984395,11/5/2011,summer,2011,5,11.01148981,No,2.989291809,Working Day,Clear,0.56,0.5303,0.64,0.0896,18,123,141.0178299
3039.000444,11/5/2011,summer,2011,5,12.01087089,No,2.993469796,Working Day,Clear,0.6,0.6212,0.56,0,41,185,225.9850758
3040.00835,11/5/2011,summer,2011,5,13.00676758,No,2.980469922,Working Day,Clear,0.62,0.6212,0.5,0,36,157,193.006207
3040.997137,11/5/2011,summer,2011,5,14.00974401,No,2.964817377,Working Day,Clear,0.62,0.6212,0.53,0.0896,36,141,177.0155227
3042.006525,11/5/2011,summer,2011,5,14.99761366,No,2.982129329,Working Day,Clear,0.64,0.6212,0.41,0,48,131,179.0055156
3042.986041,11/5/2011,summer,2011,5,15.98852163,No,2.994858581,Working Day,Clear,0.66,0.6212,0.39,0,49,240,289.0039531
3043.980126,11/5/2011,summer,2011,5,16.9934509,No,2.990593427,Working Day,Clear,0.64,0.6212,0.47,0.1045,17,242,259.0124934
3045.013394,11/5/2011,summer,2011,5,17.99073586,No,2.981358225,Working Day,Clear,0.62,0.6212,0.5,0.2985,40,234,273.9994537
3045.997092,11/5/2011,summer,2011,5,19.00793982,No,3.002679681,Working Day,Clear,0.56,0.5303,0.52,0.1343,60,341,400.987407
3047.006253,11/5/2011,summer,2011,5,20.0043062,No,3.000268942,Working Day,Clear,0.54,0.5152,0.64,0.1343,28,245,273.0052512
3048.002215,11/5/2011,summer,2011,5,20.98836382,No,2.982525287,Working Day,Clear,0.54,0.5152,0.6,0,32,202,233.9930815
3049.000086,11/5/2011,summer,2011,5,22.01229972,No,3.005909511,Working Day,Clear,0.5,0.4848,0.72,0.2537,12,134,146.0133772
3050.009985,11/5/2011,summer,2011,5,22.99311879,No,3.016433349,Working Day,Clear,0.46,0.4545,0.88,0.2537,12,69,80.99971316
3050.997225,12/5/2011,summer,2011,5,-0.000437356,No,3.988278279,Working Day,Mist,0.46,0.4545,0.88,0.2239,5,39,43.97809603
3052.005412,12/5/2011,summer,2011,5,1.003382228,No,4.0048056,Working Day,Clear,0.46,0.4545,0.88,0.2239,1,16,16.99264254
3053.005433,12/5/2011,summer,2011,5,2.005768297,No,4.015082992,Working Day,Clear,0.44,0.4394,0.94,0.194,1,14,14.99897233
3053.988906,12/5/2011,summer,2011,5,3.011621138,No,3.986511801,Working Day,Clear,0.44,0.4394,0.88,0.1343,0,5,5.005201841
3054.998105,12/5/2011,summer,2011,5,3.999045621,No,3.973569297,Working Day,Clear,0.42,0.4242,0.94,0,1,5,5.992579198
3056.012782,12/5/2011,summer,2011,5,5.009340374,No,4.007522259,Working Day,Clear,0.42,0.4242,0.94,0.1343,2,27,28.99323533
3056.997684,12/5/2011,summer,2011,5,5.995774058,No,3.995886351,Working Day,Clear,0.44,0.4394,0.88,0,9,103,112.0066
3057.999813,12/5/2011,summer,2011,5,7.015368691,No,4.009861954,Working Day,Clear,0.46,0.4545,0.88,0.1343,14,283,296.9938225
3059.015124,12/5/2011,summer,2011,5,7.992723134,No,3.986870821,Working Day,Clear,0.48,0.4697,0.82,0.194,27,394,421.0183564
3059.978779,12/5/2011,summer,2011,5,9.002663269,No,3.997354297,Working Day,Mist,0.5,0.4848,0.77,0.2836,21,191,212.004523
3060.995319,12/5/2011,summer,2011,5,9.987233177,No,3.989196924,Working Day,Mist,0.54,0.5152,0.68,0.2239,28,119,146.9986423
3061.992227,12/5/2011,summer,2011,5,10.99307495,No,3.997479392,Working Day,Clear,0.58,0.5455,0.6,0.2239,43,136,179.0052218
3063.004329,12/5/2011,summer,2011,5,12.00377936,No,3.996918303,Working Day,Clear,0.58,0.5455,0.6,0.2239,43,164,207.0048268
3063.998042,12/5/2011,summer,2011,5,12.98644458,No,4.015572225,Working Day,Mist,0.62,0.6212,0.57,0.2985,48,170,218.0104259
3064.983046,12/5/2011,summer,2011,5,14.00399957,No,4.022791453,Working Day,Mist,0.62,0.6061,0.61,0.2239,43,148,191.0149566
3065.993273,12/5/2011,summer,2011,5,14.99754602,No,3.99775992,Working Day,Mist,0.64,0.6212,0.53,0.2537,54,163,217.0069823
3067.000969,12/5/2011,summer,2011,5,16.01039296,No,3.998043593,Working Day,Mist,0.64,0.6212,0.57,0.2537,50,238,288.0038997
3068.009546,12/5/2011,summer,2011,5,17.00584287,No,3.99469612,Working Day,Mist,0.64,0.6212,0.57,0.194,54,540,593.997748
3068.989881,12/5/2011,summer,2011,5,18.0056082,No,3.992015313,Working Day,Clear,0.62,0.6061,0.69,0.2239,64,463,526.9913681
3070.000745,12/5/2011,summer,2011,5,18.99046112,No,3.997091351,Working Day,Mist,0.6,0.6061,0.64,0.194,59,305,364.0156171
3071.004877,12/5/2011,summer,2011,5,19.99144529,No,3.991564397,Working Day,Clear,0.6,0.6061,0.64,0.194,56,220,275.9899049
3072.013081,12/5/2011,summer,2011,5,20.99635362,No,3.993022261,Working Day,Clear,0.56,0.5303,0.83,0.1343,31,192,222.9889338
3073.000943,12/5/2011,summer,2011,5,21.99281679,No,4.002987525,Working Day,Clear,0.54,0.5152,0.83,0.194,25,147,172.0135315
3074.000013,12/5/2011,summer,2011,5,23.00527522,No,4.009061257,Working Day,Mist,0.54,0.5152,0.77,0.194,16,87,103.0010873
3075.014152,13-05-2011,summer,2011,5,0.010040454,No,5.010302085,Working Day,Mist,0.52,0.5,0.83,0.1642,6,46,51.98824907
3075.994561,13-05-2011,summer,2011,5,0.997727602,No,5.009643371,Working Day,Clear,0.52,0.5,0.83,0.1642,5,15,19.99107456
3076.99554,13-05-2011,summer,2011,5,1.98971639,No,5.00066247,Working Day,Mist,0.5,0.4848,0.88,0.1343,3,8,11.00473425
3077.996666,13-05-2011,summer,2011,5,3.005070165,No,5.003716262,Working Day,Mist,0.5,0.4848,0.88,0.1343,2,2,3.999414567
3079.024579,13-05-2011,summer,2011,5,4.004936741,No,5.008168235,Working Day,Light Snow,0.5,0.4848,0.88,0.1642,2,3,4.997405892
3080.001463,13-05-2011,summer,2011,5,5.010595786,No,5.011681203,Working Day,Mist,0.5,0.4848,0.88,0.194,1,24,24.99349143
3081.011424,13-05-2011,summer,2011,5,6.007357609,No,4.987058856,Working Day,Light Snow,0.5,0.4848,0.88,0.1343,6,76,82.00358375
3081.995634,13-05-2011,summer,2011,5,7.004843596,No,5.001498491,Working Day,Light Snow,0.5,0.4848,0.88,0.1642,16,141,157.0023024
3083.004059,13-05-2011,summer,2011,5,7.988577361,No,4.982579967,Working Day,Mist,0.5,0.4848,0.88,0.194,26,361,386.9983051
3084.01375,13-05-2011,summer,2011,5,9.004476361,No,4.984883439,Working Day,Mist,0.5,0.4848,0.88,0.194,18,215,233.0041398
3084.981058,13-05-2011,summer,2011,5,10.02150352,No,5.000765386,Working Day,Mist,0.52,0.5,0.83,0.1343,31,99,130.0058218
3086.008795,13-05-2011,summer,2011,5,10.99869124,No,4.978129343,Working Day,Mist,0.52,0.5,0.83,0.1642,56,90,146.0048225
3087.002988,13-05-2011,summer,2011,5,11.99907962,No,4.99670192,Working Day,Mist,0.52,0.5,0.88,0.194,53,170,223.0049689
3088.00386,13-05-2011,summer,2011,5,13.00733422,No,5.012685677,Working Day,Mist,0.52,0.5,0.88,0.3881,69,157,226.0142291
3088.992163,13-05-2011,summer,2011,5,14.00782999,No,5.001692914,Working Day,Mist,0.52,0.5,0.87,0.2836,70,120,190.0144978
3089.975284,13-05-2011,summer,2011,5,14.98685481,No,4.999041727,Working Day,Mist,0.52,0.5,0.88,0.1642,56,142,197.9994932
3091.001239,13-05-2011,summer,2011,5,15.99965797,No,5.001259225,Working Day,Mist,0.52,0.5,0.88,0.1343,44,256,299.9853405
3092.003638,13-05-2011,summer,2011,5,17.00243189,No,4.99969731,Working Day,Light Snow,0.52,0.5,0.88,0.1642,62,429,490.993404
3092.987094,13-05-2011,summer,2011,5,17.99100581,No,5.002254761,Working Day,Light Snow,0.52,0.5,0.88,0.1642,39,359,398.0123509
3093.993583,13-05-2011,summer,2011,5,18.98744112,No,5.002616587,Working Day,Mist,0.52,0.5,0.83,0.194,25,245,270.006995
3095.009074,13-05-2011,summer,2011,5,19.99625256,No,5.014236146,Working Day,Mist,0.52,0.5,0.83,0.1343,22,130,152.0028357
3095.995344,13-05-2011,summer,2011,5,21.00083694,No,4.99440564,Working Day,Mist,0.52,0.5,0.84,0.1642,24,130,153.9828482
3097.011365,13-05-2011,summer,2011,5,21.990587,No,4.99279613,Working Day,Mist,0.52,0.5,0.83,0.2239,25,107,132.0142798
3098.00642,13-05-2011,summer,2011,5,23.01967647,No,5.007675944,Working Day,Light Snow,0.5,0.4848,0.88,0.1642,31,88,118.9886643
3098.992939,14-05-2011,summer,2011,5,-0.009246661,No,6.002143347,No work,Mist,0.5,0.4848,0.88,0.1343,24,78,101.9902245
3100.006055,14-05-2011,summer,2011,5,0.981337275,No,5.993890369,No work,Mist,0.5,0.4848,0.88,0.1343,18,64,82.00455256
3101.001098,14-05-2011,summer,2011,5,2.00595201,No,6.001047916,No work,Mist,0.5,0.4848,0.88,0.1343,15,37,51.9848146
3101.999019,14-05-2011,summer,2011,5,2.998187783,No,6.00838237,No work,Mist,0.5,0.4848,0.88,0.1343,5,30,35.00327827
3102.991757,14-05-2011,summer,2011,5,4.004713325,No,6.009827668,No work,Mist,0.5,0.4848,0.82,0.1642,1,4,5.011689543
3104.009576,14-05-2011,summer,2011,5,4.993908113,No,5.987865818,No work,Mist,0.5,0.4848,0.82,0.1045,7,7,13.98726861
3104.988906,14-05-2011,summer,2011,5,5.998830422,No,6.014948545,No work,Mist,0.5,0.4848,0.88,0.1045,2,9,11.01011745
3106.025414,14-05-2011,summer,2011,5,6.987356604,No,5.986724148,No work,Light Snow,0.48,0.4697,1,0,4,28,31.99397515
3106.991878,14-05-2011,summer,2011,5,7.995229494,No,6.014330616,No work,Light Snow,0.5,0.4848,0.94,0,16,72,88.00344681
3107.995446,14-05-2011,summer,2011,5,9.00697686,No,5.996477481,No work,Mist,0.52,0.5,0.94,0.0896,14,86,99.99132568
3109.01123,14-05-2011,summer,2011,5,9.990689288,No,5.978222522,No work,Mist,0.52,0.5,0.94,0.1642,34,133,166.9916914
3110.005654,14-05-2011,summer,2011,5,10.97327965,No,5.986893104,No work,Mist,0.52,0.5,0.94,0.1343,72,207,279.0044669
3110.995974,14-05-2011,summer,2011,5,11.99892897,No,6.000444476,No work,Light Snow,0.52,0.5,1,0.0896,75,204,278.9904131
3112.008371,14-05-2011,summer,2011,5,13.00473202,No,5.994165596,No work,Light Snow,0.52,0.5,1,0.0896,68,180,247.9791558
3113.006802,14-05-2011,summer,2011,5,13.99403434,No,6.006341385,No work,Mist,0.54,0.5152,0.94,0.1343,57,159,215.9928552
3114.017771,14-05-2011,summer,2011,5,14.99453551,No,5.998625964,No work,Mist,0.54,0.5152,0.94,0.1642,73,221,294.0059918
3114.991308,14-05-2011,summer,2011,5,16.00239126,No,6.011196573,No work,Mist,0.54,0.5152,0.94,0.194,107,188,295.0098833
3115.997689,14-05-2011,summer,2011,5,17.01231643,No,5.997074467,No work,Mist,0.56,0.5303,0.88,0.194,78,194,271.9941166
3116.989787,14-05-2011,summer,2011,5,17.99746484,No,6.003225476,No work,Mist,0.56,0.5303,0.88,0.2239,88,216,303.9871038
3117.990132,14-05-2011,summer,2011,5,19.00778225,No,6.006141427,No work,Light Snow,0.54,0.5152,0.94,0.1343,69,179,248.0081853
